2015-04-19,22:42:07,0,VirtualCarolyn,1429497728868,Welcome! I'm VirtualCarolyn. I'm here to have an interactive dialogue with you to assist you in your programming task.,INTRO_SHORT
2015-04-19,22:42:13,0,VirtualCarolyn,1429497734914,What type of android app are you planning to develop?,TUTOR
2015-04-19,22:42:25,0,root,1429497746102,audio record,AUDIO_CAPTURE
2015-04-19,22:42:26,0,VirtualCarolyn,1429497746922,"Great, I'll help you create a plan for an audio recorder.",TUTOR
2015-04-19,22:42:26,0,VirtualCarolyn,1429497748927,Should we get started?,TUTOR
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2015-04-20,23:45:50,0,VirtualCarolyn,1429587952490,Welcome! I'm VirtualCarolyn. I'm here to have an interactive dialogue with you to assist you in your programming task.,INTRO_SHORT
2015-04-20,23:45:56,0,VirtualCarolyn,1429587956543,What type of android app are you planning to develop?,TUTOR
2015-04-20,23:47:56,0,VirtualCarolyn,1429588076592,I am waiting for your response to start. Please ask for help if you are stuck.,TUTOR
2015-04-20,23:50:56,0,VirtualCarolyn,1429588256655,"Sorry, I can't help you with this. You are on your own.",TUTOR
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2015-04-21,00:26:54,0,VirtualCarolyn,1429590416084,Welcome! I'm VirtualCarolyn. I'm here to have an interactive dialogue with you to assist you in your programming task.,INTRO_SHORT
2015-04-21,00:27:00,0,VirtualCarolyn,1429590422104,What type of android app are you planning to develop?,TUTOR
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2015-04-21,00:28:04,0,VirtualCarolyn,1429590484867,Welcome! I'm VirtualCarolyn. I'm here to have an interactive dialogue with you to assist you in your programming task.,INTRO_SHORT
2015-04-21,00:28:10,0,VirtualCarolyn,1429590490889,What type of android app are you planning to develop?,TUTOR
2015-04-21,00:28:29,0,VirtualCarolyn,1429590510900,hello,METHOD_SUGGESTION
2015-04-21,00:28:39,0,VirtualCarolyn,1429590520908,hello,METHOD_SUGGESTION
2015-04-21,00:30:10,0,VirtualCarolyn,1429590610947,I am waiting for your response to start. Please ask for help if you are stuck.,TUTOR
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2015-04-21,00:31:25,0,VirtualCarolyn,1429590686096,Welcome! I'm VirtualCarolyn. I'm here to have an interactive dialogue with you to assist you in your programming task.,INTRO_SHORT
2015-04-21,00:31:29,0,VirtualCarolyn,1429590690117,hello,METHOD_SUGGESTION
2015-04-21,00:31:31,0,VirtualCarolyn,1429590692122,What type of android app are you planning to develop?,TUTOR
2015-04-21,00:33:31,0,VirtualCarolyn,1429590812163,I am waiting for your response to start. Please ask for help if you are stuck.,TUTOR
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2015-04-21,00:34:53,0,VirtualCarolyn,1429590893746,Welcome! I'm VirtualCarolyn. I'm here to have an interactive dialogue with you to assist you in your programming task.,INTRO_SHORT
2015-04-21,00:34:59,0,VirtualCarolyn,1429590899770,hello,METHOD_SUGGESTION
2015-04-21,00:34:59,0,VirtualCarolyn,1429590901776,What type of android app are you planning to develop?,TUTOR
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2015-04-21,00:36:18,0,VirtualCarolyn,1429590978817,Welcome! I'm VirtualCarolyn. I'm here to have an interactive dialogue with you to assist you in your programming task.,INTRO_SHORT
2015-04-21,00:36:19,0,VirtualCarolyn,1429590980835,hello,METHOD_SUGGESTION
2015-04-21,00:36:24,0,VirtualCarolyn,1429590984840,What type of android app are you planning to develop?,TUTOR
2015-04-21,00:38:24,0,VirtualCarolyn,1429591104887,I am waiting for your response to start. Please ask for help if you are stuck.,TUTOR
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2015-04-21,00:38:46,0,VirtualCarolyn,1429591126579,Welcome! I'm VirtualCarolyn. I'm here to have an interactive dialogue with you to assist you in your programming task.,INTRO_SHORT
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2015-04-21,00:45:00,0,VirtualCarolyn,1429591500738,Welcome! I'm VirtualCarolyn. I'm here to have an interactive dialogue with you to assist you in your programming task.,INTRO_SHORT
2015-04-21,00:45:06,0,VirtualCarolyn,1429591506759,What type of android app are you planning to develop?,TUTOR
2015-04-21,00:47:06,0,VirtualCarolyn,1429591626803,I am waiting for your response to start. Please ask for help if you are stuck.,TUTOR
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2015-04-21,00:47:27,0,VirtualCarolyn,1429591648054,Welcome! I'm VirtualCarolyn. I'm here to have an interactive dialogue with you to assist you in your programming task.,INTRO_SHORT
2015-04-21,00:47:33,0,VirtualCarolyn,1429591654072,What type of android app are you planning to develop?,TUTOR
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2015-04-21,00:49:18,0,VirtualCarolyn,1429591758653,Welcome! I'm VirtualCarolyn. I'm here to have an interactive dialogue with you to assist you in your programming task.,INTRO_SHORT
2015-04-21,00:49:24,0,VirtualCarolyn,1429591764676,What type of android app are you planning to develop?,TUTOR
2015-04-21,00:49:33,0,VirtualCarolyn,1429591774115,I am waiting for your response to start. Please ask for help if you are stuck.,TUTOR
2015-04-21,00:51:24,0,VirtualCarolyn,1429591884727,I am waiting for your response to start. Please ask for help if you are stuck.,TUTOR
2015-04-21,00:52:33,0,VirtualCarolyn,1429591954185,"Sorry, I can't help you with this. You are on your own.",TUTOR
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2015-04-21,00:53:45,0,VirtualCarolyn,1429592026220,Welcome! I'm VirtualCarolyn. I'm here to have an interactive dialogue with you to assist you in your programming task.,INTRO_SHORT
2015-04-21,00:53:51,0,VirtualCarolyn,1429592032240,What type of android app are you planning to develop?,TUTOR
2015-04-21,00:55:51,0,VirtualCarolyn,1429592152283,I am waiting for your response to start. Please ask for help if you are stuck.,TUTOR
2015-04-21,00:58:51,0,VirtualCarolyn,1429592332379,"Sorry, I can't help you with this. You are on your own.",TUTOR
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2015-04-21,01:05:07,0,VirtualCarolyn,1429592707812,Welcome! I'm VirtualCarolyn. I'm here to have an interactive dialogue with you to assist you in your programming task.,INTRO_SHORT
2015-04-21,01:05:13,0,VirtualCarolyn,1429592713840,What type of android app are you planning to develop?,TUTOR
2015-04-21,01:07:13,0,VirtualCarolyn,1429592833881,I am waiting for your response to start. Please ask for help if you are stuck.,TUTOR
2015-04-21,01:10:13,0,VirtualCarolyn,1429593013962,"Sorry, I can't help you with this. You are on your own.",TUTOR
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2015-04-21,01:34:38,0,VirtualCarolyn,1429594479290,Welcome! I'm VirtualCarolyn. I'm here to have an interactive dialogue with you to assist you in your programming task.,INTRO_SHORT
2015-04-21,01:34:44,0,VirtualCarolyn,1429594485315,What type of android app are you planning to develop?,TUTOR
2015-04-21,01:36:44,0,VirtualCarolyn,1429594605381,I am waiting for your response to start. Please ask for help if you are stuck.,TUTOR
2015-04-21,01:39:44,0,VirtualCarolyn,1429594785445,"Sorry, I can't help you with this. You are on your own.",TUTOR
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2015-04-21,01:47:02,0,VirtualCarolyn,1429595224641,Welcome! I'm VirtualCarolyn. I'm here to have an interactive dialogue with you to assist you in your programming task.,INTRO_SHORT
2015-04-21,01:47:07,0,VirtualCarolyn,1429595228660,What type of android app are you planning to develop?,TUTOR
